caseid,respondentid,houseviewed,option,fireplaces,bedrooms,preference,averagecostpersquarefootcomparisons,cashprice
5466,122,7,C,no,2 bedroom,1,110,370000
5467,122,8,A,no,4 bedroom,0,110,470000
5468,122,8,B,no,2 bedroom,0,110,420000
5469,122,8,C,no,3 bedroom,1,90,470000
5470,122,9,A,no,4 bedroom,0,100,420000
5471,122,9,B,no,4 bedroom,1,90,470000
5472,122,9,C,no,2 bedroom,0,90,420000
5473,122,10,A,no,3 bedroom,1,110,420000
5474,122,10,B,no,4 bedroom,0,90,420000
5475,122,10,C,no,3 bedroom,0,90,370000
5476,122,11,A,no,3 bedroom,1,90,370000
5477,122,11,B,no,3 bedroom,0,100,420000
5478,122,11,C,no,3 bedroom,0,100,370000
5479,122,12,A,no,4 bedroom,0,110,420000
5480,122,12,B,no,2 bedroom,0,90,420000
5481,122,12,C,no,2 bedroom,1,90,370000
5482,122,13,A,no,2 bedroom,1,110,370000
5483,122,13,B,no,4 bedroom,0,100,470000
5484,122,13,C,no,3 bedroom,0,100,370000
5485,122,14,A,no,3 bedroom,0,90,420000
5486,122,14,B,no,3 bedroom,1,100,420000
5487,122,14,C,no,4 bedroom,0,90,470000
5488,122,15,A,no,3 bedroom,1,110,470000
5489,122,15,B,no,3 bedroom,0,110,420000
5490,122,15,C,no,4 bedroom,0,100,420000
5491,123,1,A,no,3 bedroom,1,100,370000
5492,123,1,B,no,2 bedroom,0,100,420000
5493,123,1,C,no,3 bedroom,0,100,420000
5494,123,2,A,no,4 bedroom,0,90,420000
5495,123,2,B,no,3 bedroom,0,110,470000
5496,123,2,C,no,2 bedroom,1,110,370000
5497,123,3,A,no,4 bedroom,1,110,420000
5498,123,3,B,no,2 bedroom,0,110,420000
5499,123,3,C,no,2 bedroom,0,100,470000
5500,123,4,A,no,2 bedroom,0,100,370000
5501,123,4,B,no,4 bedroom,0,110,370000
5502,123,4,C,no,3 bedroom,1,110,370000
5503,123,5,A,no,4 bedroom,0,100,370000
5504,123,5,B,no,4 bedroom,0,110,370000
5505,123,5,C,no,3 bedroom,1,90,470000
5506,123,6,A,no,2 bedroom,0,90,470000
5507,123,6,B,no,3 bedroom,1,90,470000
5508,123,6,C,no,4 bedroom,0,100,470000
5509,123,7,A,no,4 bedroom,0,100,370000
5510,123,7,B,no,2 bedroom,1,90,470000
5511,123,7,C,no,4 bedroom,0,90,420000
5512,123,8,A,no,3 bedroom,0,100,420000
5513,123,8,B,no,2 bedroom,1,110,470000
5514,123,8,C,no,4 bedroom,0,110,470000
5515,123,9,A,no,2 bedroom,0,90,420000
5516,123,9,B,no,3 bedroom,0,110,420000
5517,123,9,C,no,3 bedroom,1,110,370000
5518,123,10,A,no,2 bedroom,0,100,470000
5519,123,10,B,no,2 bedroom,0,110,420000
5520,123,10,C,no,3 bedroom,1,100,370000
5521,123,11,A,no,2 bedroom,0,100,370000
5522,123,11,B,no,4 bedroom,0,110,470000
5523,123,11,C,no,2 bedroom,1,110,470000
5524,123,12,A,no,3 bedroom,1,110,420000
5525,123,12,B,no,2 bedroom,0,90,370000
5526,123,12,C,no,4 bedroom,0,90,470000
5527,123,13,A,no,2 bedroom,0,110,370000
5528,123,13,B,no,4 bedroom,0,100,420000
5529,123,13,C,no,3 bedroom,1,90,420000
5530,123,14,A,no,4 bedroom,1,90,370000
5531,123,14,B,no,2 bedroom,0,90,370000
5532,123,14,C,no,4 bedroom,0,90,470000
5533,123,15,A,no,2 bedroom,0,100,420000
5534,123,15,B,no,4 bedroom,0,100,470000
5535,123,15,C,no,3 bedroom,1,100,470000
5536,124,1,A,no,4 bedroom,0,100,420000
5537,124,1,B,no,2 bedroom,0,90,420000
5538,124,1,C,no,4 bedroom,1,90,370000
5539,124,2,A,no,2 bedroom,0,100,420000
5540,124,2,B,no,3 bedroom,0,90,470000
5541,124,2,C,no,3 bedroom,1,100,370000
5542,124,3,A,no,4 bedroom,0,100,370000
5543,124,3,B,no,4 bedroom,0,110,470000
5544,124,3,C,no,4 bedroom,1,90,420000
5545,124,4,A,no,2 bedroom,0,90,370000
5546,124,4,B,no,4 bedroom,1,110,370000
5547,124,4,C,no,4 bedroom,0,90,420000
5548,124,5,A,no,2 bedroom,1,110,420000
5549,124,5,B,no,2 bedroom,0,100,370000
5550,124,5,C,no,3 bedroom,0,100,420000
5551,124,6,A,no,4 bedroom,0,110,420000
5552,124,6,B,no,4 bedroom,1,110,420000
5553,124,6,C,no,3 bedroom,0,110,420000
5554,124,7,A,no,3 bedroom,1,90,420000
5555,124,7,B,no,2 bedroom,0,110,470000
5556,124,7,C,no,2 bedroom,0,110,370000
5557,124,8,A,no,3 bedroom,1,110,370000
5558,124,8,B,no,2 bedroom,0,100,420000
5559,124,8,C,no,4 bedroom,0,110,470000
5560,124,9,A,no,3 bedroom,0,110,420000
5561,124,9,B,no,2 bedroom,0,90,470000
5562,124,9,C,no,2 bedroom,1,100,470000
5563,124,10,A,no,4 bedroom,0,110,370000
5564,124,10,B,no,2 bedroom,0,90,470000
5565,124,10,C,no,3 bedroom,1,100,370000
5566,124,11,A,no,2 bedroom,0,110,470000
5567,124,11,B,no,3 bedroom,1,100,470000
5568,124,11,C,no,4 bedroom,0,90,370000
5569,124,12,A,no,3 bedroom,0,110,470000
5570,124,12,B,no,2 bedroom,1,90,370000
5571,124,12,C,no,3 bedroom,0,90,370000
5572,124,13,A,no,2 bedroom,0,110,420000
5573,124,13,B,no,2 bedroom,1,90,420000
5574,124,13,C,no,4 bedroom,0,100,470000
5575,124,14,A,no,3 bedroom,1,90,370000
5576,124,14,B,no,2 bedroom,0,110,370000
5577,124,14,C,no,3 bedroom,0,90,420000
5578,124,15,A,no,4 bedroom,1,100,370000
5579,124,15,B,no,2 bedroom,0,100,370000
5580,124,15,C,no,4 bedroom,0,100,420000
5581,125,1,A,yes,4 bedroom,0,90,370000
5582,125,1,B,yes,3 bedroom,1,110,420000
5583,125,1,C,yes,2 bedroom,0,90,370000
5584,125,2,A,yes,4 bedroom,0,100,470000
5585,125,2,B,yes,4 bedroom,1,110,420000
5586,125,2,C,yes,4 bedroom,0,110,470000
5587,125,3,A,yes,3 bedroom,1,110,420000
5588,125,3,B,yes,4 bedroom,0,90,420000
5589,125,3,C,yes,2 bedroom,0,100,420000
5590,125,4,A,yes,3 bedroom,1,110,370000
5591,125,4,B,yes,2 bedroom,0,100,470000
5592,125,4,C,yes,4 bedroom,0,100,420000
5593,125,5,A,yes,2 bedroom,0,100,370000
5594,125,5,B,yes,2 bedroom,0,110,370000
5595,125,5,C,yes,3 bedroom,1,110,370000
5596,125,6,A,yes,2 bedroom,0,110,420000
5597,125,6,B,yes,2 bedroom,1,90,370000
5598,125,6,C,yes,3 bedroom,0,110,470000
5599,125,7,A,yes,2 bedroom,0,100,420000
5600,125,7,B,yes,4 bedroom,0,110,420000
5601,125,7,C,yes,3 bedroom,1,90,370000
5602,125,8,A,yes,2 bedroom,0,90,470000
5603,125,8,B,yes,4 bedroom,0,100,370000
5604,125,8,C,yes,3 bedroom,1,100,470000
5605,125,9,A,yes,2 bedroom,1,100,370000
5606,125,9,B,yes,4 bedroom,0,90,370000
5607,125,9,C,yes,4 bedroom,0,90,470000
5608,125,10,A,yes,2 bedroom,0,110,470000
5609,125,10,B,yes,3 bedroom,0,90,470000
5610,125,10,C,yes,3 bedroom,1,90,370000
5611,125,11,A,yes,2 bedroom,0,90,420000
5612,125,11,B,yes,4 bedroom,0,110,470000
5613,125,11,C,yes,3 bedroom,1,90,420000
5614,125,12,A,yes,3 bedroom,1,100,370000
5615,125,12,B,yes,4 bedroom,0,100,420000
5616,125,12,C,yes,4 bedroom,0,100,370000
5617,125,13,A,yes,2 bedroom,0,110,470000
5618,125,13,B,yes,2 bedroom,0,90,420000
5619,125,13,C,yes,2 bedroom,1,110,420000
5620,125,14,A,yes,3 bedroom,0,110,470000
5621,125,14,B,yes,3 bedroom,0,90,420000
5622,125,14,C,yes,3 bedroom,1,100,470000
5623,125,15,A,yes,3 bedroom,0,100,420000
5624,125,15,B,yes,2 bedroom,1,110,370000
5625,125,15,C,yes,2 bedroom,0,100,470000
5626,126,1,A,yes,3 bedroom,0,90,470000
5627,126,1,B,yes,4 bedroom,0,100,420000
5628,126,1,C,yes,3 bedroom,1,90,370000
5629,126,2,A,yes,2 bedroom,0,90,370000
5630,126,2,B,yes,3 bedroom,1,100,470000
5631,126,2,C,yes,2 bedroom,0,90,420000
5632,126,3,A,yes,3 bedroom,0,100,420000
5633,126,3,B,yes,3 bedroom,1,100,370000
5634,126,3,C,yes,2 bedroom,0,90,470000
5635,126,4,A,yes,2 bedroom,0,110,470000
5636,126,4,B,yes,2 bedroom,1,110,370000
5637,126,4,C,yes,3 bedroom,0,110,470000
5638,126,5,A,yes,4 bedroom,0,110,370000
5639,126,5,B,yes,3 bedroom,0,110,420000
5640,126,5,C,yes,4 bedroom,1,90,370000
5641,126,6,A,yes,3 bedroom,1,110,370000
5642,126,6,B,yes,2 bedroom,0,100,420000
5643,126,6,C,yes,4 bedroom,0,100,470000
5644,126,7,A,yes,2 bedroom,0,100,370000
5645,126,7,B,yes,3 bedroom,1,100,370000
5646,126,7,C,yes,3 bedroom,0,90,420000
5647,126,8,A,yes,2 bedroom,1,110,420000
5648,126,8,B,yes,2 bedroom,0,110,370000
5649,126,8,C,yes,4 bedroom,0,100,420000
5650,126,9,A,yes,4 bedroom,0,110,420000
5651,126,9,B,yes,4 bedroom,1,100,370000
5652,126,9,C,yes,4 bedroom,0,90,470000
5653,126,10,A,yes,3 bedroom,0,110,420000
5654,126,10,B,yes,3 bedroom,1,110,370000
5655,126,10,C,yes,2 bedroom,0,90,370000
5656,126,11,A,yes,4 bedroom,0,90,370000
5657,126,11,B,yes,2 bedroom,1,90,470000
5658,126,11,C,yes,2 bedroom,0,100,470000
5659,126,12,A,yes,3 bedroom,1,90,370000
5660,126,12,B,yes,2 bedroom,0,90,420000
5661,126,12,C,yes,2 bedroom,0,100,420000
5662,126,13,A,yes,4 bedroom,1,100,370000
5663,126,13,B,yes,4 bedroom,0,90,470000
5664,126,13,C,yes,4 bedroom,0,100,470000
5665,126,14,A,yes,2 bedroom,0,100,470000
5666,126,14,B,yes,2 bedroom,1,100,370000
5667,126,14,C,yes,3 bedroom,0,100,470000
5668,126,15,A,yes,3 bedroom,1,110,470000
5669,126,15,B,yes,4 bedroom,0,90,420000
5670,126,15,C,yes,3 bedroom,0,90,470000
5671,127,1,A,yes,3 bedroom,1,110,470000
5672,127,1,B,yes,3 bedroom,0,100,420000
5673,127,1,C,yes,2 bedroom,0,110,420000
5674,127,2,A,yes,2 bedroom,0,100,370000
5675,127,2,B,yes,2 bedroom,0,100,420000
5676,127,2,C,yes,3 bedroom,1,110,470000
5677,127,3,A,yes,4 bedroom,0,90,370000
5678,127,3,B,yes,4 bedroom,0,110,470000
5679,127,3,C,yes,2 bedroom,1,90,420000
5680,127,4,A,yes,3 bedroom,0,90,470000
5681,127,4,B,yes,4 bedroom,0,100,370000
5682,127,4,C,yes,2 bedroom,1,100,370000
5683,127,5,A,yes,4 bedroom,0,100,470000
5684,127,5,B,yes,4 bedroom,0,100,370000
5685,127,5,C,yes,3 bedroom,1,90,420000
5686,127,6,A,yes,3 bedroom,1,90,470000
5687,127,6,B,yes,4 bedroom,0,110,420000
5688,127,6,C,yes,3 bedroom,0,90,420000
5689,127,7,A,yes,3 bedroom,0,110,420000
5690,127,7,B,yes,4 bedroom,0,90,370000
5691,127,7,C,yes,3 bedroom,1,110,370000
5692,127,8,A,yes,3 bedroom,0,100,470000
5693,127,8,B,yes,4 bedroom,1,110,370000
5694,127,8,C,yes,4 bedroom,0,110,420000
5695,127,9,A,yes,2 bedroom,1,110,370000
5696,127,9,B,yes,4 bedroom,0,90,470000
5697,127,9,C,yes,2 bedroom,0,90,470000
5698,127,10,A,yes,2 bedroom,0,90,370000
5699,127,10,B,yes,2 bedroom,1,110,370000
5700,127,10,C,yes,4 bedroom,0,100,420000
5701,127,11,A,yes,4 bedroom,0,110,470000
5702,127,11,B,yes,4 bedroom,0,90,420000
5703,127,11,C,yes,2 bedroom,1,90,420000
5704,127,12,A,yes,2 bedroom,0,100,420000
5705,127,12,B,yes,4 bedroom,0,100,470000
5706,127,12,C,yes,3 bedroom,1,90,370000
5707,127,13,A,yes,3 bedroom,1,110,420000
5708,127,13,B,yes,3 bedroom,0,100,420000
5709,127,13,C,yes,3 bedroom,0,100,470000
5710,127,14,A,yes,4 bedroom,0,110,370000
5711,127,14,B,yes,4 bedroom,0,90,420000
5712,127,14,C,yes,3 bedroom,1,90,370000
5713,127,15,A,yes,4 bedroom,0,90,470000
5714,127,15,B,yes,2 bedroom,1,110,470000
5715,127,15,C,yes,2 bedroom,0,100,470000
5716,128,1,A,no,3 bedroom,1,90,370000
5717,128,1,B,no,2 bedroom,0,110,420000
5718,128,1,C,no,2 bedroom,0,100,470000
5719,128,2,A,no,4 bedroom,0,100,370000
5720,128,2,B,no,2 bedroom,1,110,370000
5721,128,2,C,no,4 bedroom,0,110,470000
5722,128,3,A,no,3 bedroom,1,90,420000
5723,128,3,B,no,3 bedroom,0,110,420000
5724,128,3,C,no,3 bedroom,0,90,470000
5725,128,4,A,no,4 bedroom,0,100,470000
5726,128,4,B,no,2 bedroom,1,100,420000
5727,128,4,C,no,3 bedroom,0,100,470000
5728,128,5,A,no,3 bedroom,1,110,470000
5729,128,5,B,no,4 bedroom,0,100,470000
5730,128,5,C,no,3 bedroom,0,90,470000
5731,128,6,A,no,4 bedroom,0,110,420000
5732,128,6,B,no,4 bedroom,1,90,420000
5733,128,6,C,no,2 bedroom,0,100,470000
5734,128,7,A,no,2 bedroom,0,110,370000
5735,128,7,B,no,4 bedroom,1,110,370000
5736,128,7,C,no,4 bedroom,0,100,420000
5737,128,8,A,no,3 bedroom,0,110,370000
5738,128,8,B,no,2 bedroom,0,90,420000
5739,128,8,C,no,4 bedroom,1,100,370000
5740,128,9,A,no,2 bedroom,0,110,470000
5741,128,9,B,no,4 bedroom,0,100,420000
5742,128,9,C,no,2 bedroom,1,90,370000
5743,128,10,A,no,4 bedroom,0,90,470000
5744,128,10,B,no,2 bedroom,1,90,370000
5745,128,10,C,no,4 bedroom,0,110,470000
5746,128,11,A,no,2 bedroom,1,100,370000
5747,128,11,B,no,4 bedroom,0,90,370000
5748,128,11,C,no,3 bedroom,0,110,470000
5749,128,12,A,no,2 bedroom,0,90,470000
5750,128,12,B,no,4 bedroom,0,90,470000
5751,128,12,C,no,2 bedroom,1,100,370000
5752,128,13,A,no,3 bedroom,0,100,420000
5753,128,13,B,no,3 bedroom,1,110,370000
5754,128,13,C,no,3 bedroom,0,110,420000
5755,128,14,A,no,2 bedroom,0,90,420000
5756,128,14,B,no,4 bedroom,1,90,370000
5757,128,14,C,no,2 bedroom,0,110,470000
5758,128,15,A,no,3 bedroom,1,100,370000
5759,128,15,B,no,3 bedroom,0,100,370000
5760,128,15,C,no,4 bedroom,0,110,370000
5761,129,1,A,no,4 bedroom,0,110,470000
5762,129,1,B,no,4 bedroom,0,90,370000
5763,129,1,C,no,2 bedroom,1,110,470000
5764,129,2,A,no,3 bedroom,1,110,420000
5765,129,2,B,no,4 bedroom,0,100,420000
5766,129,2,C,no,4 bedroom,0,110,420000
5767,129,3,A,no,3 bedroom,0,110,370000
5768,129,3,B,no,3 bedroom,0,100,470000
5769,129,3,C,no,2 bedroom,1,90,420000
5770,129,4,A,no,2 bedroom,1,90,420000
5771,129,4,B,no,4 bedroom,0,100,370000
5772,129,4,C,no,3 bedroom,0,100,420000
5773,129,5,A,no,3 bedroom,1,110,420000
5774,129,5,B,no,2 bedroom,0,110,370000
5775,129,5,C,no,2 bedroom,0,110,470000
5776,129,6,A,no,3 bedroom,1,100,370000
5777,129,6,B,no,4 bedroom,0,90,470000
5778,129,6,C,no,3 bedroom,0,100,370000
5779,129,7,A,no,3 bedroom,0,90,420000
5780,129,7,B,no,3 bedroom,1,90,420000
5781,129,7,C,no,2 bedroom,0,110,420000
5782,129,8,A,no,2 bedroom,0,90,470000
5783,129,8,B,no,4 bedroom,0,90,370000
5784,129,8,C,no,3 bedroom,1,90,370000
5785,129,9,A,no,3 bedroom,1,100,470000
5786,129,9,B,no,3 bedroom,0,100,420000
5787,129,9,C,no,2 bedroom,0,100,420000
5788,129,10,A,no,4 bedroom,0,100,420000
5789,129,10,B,no,3 bedroom,1,90,470000
5790,129,10,C,no,2 bedroom,0,90,370000
5791,129,11,A,no,4 bedroom,0,90,420000
5792,129,11,B,no,3 bedroom,1,110,470000
5793,129,11,C,no,4 bedroom,0,90,470000
5794,129,12,A,no,2 bedroom,1,100,420000
5795,129,12,B,no,4 bedroom,0,90,420000
5796,129,12,C,no,4 bedroom,0,110,370000
5797,129,13,A,no,4 bedroom,0,100,470000
5798,129,13,B,no,2 bedroom,1,100,470000
5799,129,13,C,no,2 bedroom,0,100,370000
5800,129,14,A,no,4 bedroom,0,110,470000
5801,129,14,B,no,2 bedroom,1,100,370000
5802,129,14,C,no,4 bedroom,0,110,370000
5803,129,15,A,no,3 bedroom,1,90,470000
5804,129,15,B,no,3 bedroom,0,110,370000
5805,129,15,C,no,2 bedroom,0,90,470000
5806,130,1,A,yes,3 bedroom,0,110,470000
5807,130,1,B,yes,2 bedroom,0,110,420000
5808,130,1,C,yes,4 bedroom,1,100,420000
5809,130,2,A,yes,4 bedroom,0,90,370000
5810,130,2,B,yes,2 bedroom,0,90,470000
5811,130,2,C,yes,4 bedroom,1,90,370000
5812,130,3,A,yes,2 bedroom,0,100,420000
5813,130,3,B,yes,2 bedroom,1,110,370000
5814,130,3,C,yes,3 bedroom,0,90,420000
5815,130,4,A,yes,2 bedroom,1,110,470000
5816,130,4,B,yes,3 bedroom,0,90,370000
5817,130,4,C,yes,4 bedroom,0,100,470000
5818,130,5,A,yes,2 bedroom,0,100,470000
5819,130,5,B,yes,3 bedroom,1,110,420000
5820,130,5,C,yes,4 bedroom,0,110,420000
5821,130,6,A,yes,2 bedroom,0,90,370000
5822,130,6,B,yes,4 bedroom,0,110,470000
5823,130,6,C,yes,3 bedroom,1,100,420000
5824,130,7,A,yes,3 bedroom,0,90,470000
5825,130,7,B,yes,2 bedroom,0,100,370000
5826,130,7,C,yes,3 bedroom,1,100,370000
5827,130,8,A,yes,4 bedroom,0,100,470000
5828,130,8,B,yes,4 bedroom,1,90,470000
5829,130,8,C,yes,4 bedroom,0,110,470000
5830,130,9,A,yes,4 bedroom,0,90,470000
5831,130,9,B,yes,2 bedroom,1,90,470000
5832,130,9,C,yes,2 bedroom,0,90,370000
5833,130,10,A,yes,3 bedroom,0,100,470000
5834,130,10,B,yes,3 bedroom,0,100,470000
5835,130,10,C,yes,3 bedroom,1,100,370000
5836,130,11,A,yes,4 bedroom,0,90,420000
5837,130,11,B,yes,3 bedroom,0,110,470000
5838,130,11,C,yes,2 bedroom,1,90,420000
5839,130,12,A,yes,2 bedroom,0,100,470000
5840,130,12,B,yes,3 bedroom,1,110,370000
5841,130,12,C,yes,4 bedroom,0,100,370000
5842,130,13,A,yes,4 bedroom,0,110,420000
5843,130,13,B,yes,2 bedroom,1,100,370000
5844,130,13,C,yes,4 bedroom,0,100,420000
5845,130,14,A,yes,3 bedroom,0,110,370000
5846,130,14,B,yes,3 bedroom,0,90,470000
5847,130,14,C,yes,3 bedroom,1,100,420000
5848,130,15,A,yes,2 bedroom,0,100,420000
5849,130,15,B,yes,4 bedroom,0,100,370000
5850,130,15,C,yes,4 bedroom,1,90,420000
5851,131,1,A,yes,4 bedroom,1,110,420000
5852,131,1,B,yes,4 bedroom,0,90,470000
5853,131,1,C,yes,4 bedroom,0,100,420000
5854,131,2,A,yes,3 bedroom,0,100,470000
5855,131,2,B,yes,2 bedroom,0,90,470000
5856,131,2,C,yes,4 bedroom,1,110,470000
5857,131,3,A,yes,3 bedroom,0,110,470000
5858,131,3,B,yes,4 bedroom,0,100,470000
5859,131,3,C,yes,2 bedroom,1,100,370000
5860,131,4,A,yes,4 bedroom,0,100,470000
5861,131,4,B,yes,3 bedroom,1,90,420000
5862,131,4,C,yes,4 bedroom,0,110,470000
5863,131,5,A,yes,2 bedroom,0,90,470000
5864,131,5,B,yes,3 bedroom,0,100,370000
5865,131,5,C,yes,4 bedroom,1,90,370000
5866,131,6,A,yes,2 bedroom,0,100,470000
5867,131,6,B,yes,4 bedroom,1,90,470000
5868,131,6,C,yes,3 bedroom,0,90,470000
5869,131,7,A,yes,3 bedroom,1,110,370000
5870,131,7,B,yes,3 bedroom,0,110,420000
5871,131,7,C,yes,2 bedroom,0,110,370000
5872,131,8,A,yes,2 bedroom,0,90,420000
5873,131,8,B,yes,3 bedroom,1,100,370000
5874,131,8,C,yes,2 bedroom,0,100,470000
5875,131,9,A,yes,2 bedroom,0,100,420000
5876,131,9,B,yes,2 bedroom,0,110,470000
5877,131,9,C,yes,3 bedroom,1,100,420000
5878,131,10,A,yes,4 bedroom,0,100,370000
5879,131,10,B,yes,3 bedroom,1,90,370000
5880,131,10,C,yes,2 bedroom,0,110,420000
5881,131,11,A,yes,3 bedroom,0,110,470000
5882,131,11,B,yes,3 bedroom,0,110,420000
5883,131,11,C,yes,2 bedroom,1,110,420000
5884,131,12,A,yes,3 bedroom,1,100,420000
5885,131,12,B,yes,4 bedroom,0,100,420000
5886,131,12,C,yes,2 bedroom,0,100,420000
5887,131,13,A,yes,4 bedroom,1,90,420000
5888,131,13,B,yes,3 bedroom,0,90,420000
5889,131,13,C,yes,3 bedroom,0,100,470000
5890,131,14,A,yes,2 bedroom,0,90,370000
5891,131,14,B,yes,2 bedroom,0,110,470000
5892,131,14,C,yes,2 bedroom,1,110,370000
5893,131,15,A,yes,4 bedroom,0,110,420000
5894,131,15,B,yes,4 bedroom,0,110,370000
5895,131,15,C,yes,2 bedroom,1,90,370000
5896,132,1,A,no,4 bedroom,0,110,470000
5897,132,1,B,no,3 bedroom,1,90,470000
5898,132,1,C,no,2 bedroom,0,110,370000
5899,132,2,A,no,2 bedroom,0,100,470000
5900,132,2,B,no,2 bedroom,0,110,370000
5901,132,2,C,no,4 bedroom,1,100,370000
5902,132,3,A,no,4 bedroom,0,110,370000
5903,132,3,B,no,2 bedroom,1,100,370000
5904,132,3,C,no,2 bedroom,0,100,420000
5905,132,4,A,no,2 bedroom,1,90,470000
5906,132,4,B,no,2 bedroom,0,110,420000
5907,132,4,C,no,3 bedroom,0,110,420000
5908,132,5,A,no,3 bedroom,1,90,370000
5909,132,5,B,no,4 bedroom,0,100,470000
5910,132,5,C,no,4 bedroom,0,90,370000
5911,132,6,A,no,2 bedroom,0,110,420000
5912,132,6,B,no,4 bedroom,0,110,470000
5913,132,6,C,no,4 bedroom,1,90,370000
5914,132,7,A,no,4 bedroom,1,90,470000
5915,132,7,B,no,3 bedroom,0,100,420000
5916,132,7,C,no,2 bedroom,0,110,470000
5917,132,8,A,no,2 bedroom,1,90,370000
5918,132,8,B,no,2 bedroom,0,100,470000
5919,132,8,C,no,3 bedroom,0,100,420000
5920,132,9,A,no,4 bedroom,0,90,420000
5921,132,9,B,no,3 bedroom,1,110,370000
5922,132,9,C,no,2 bedroom,0,90,420000
5923,132,10,A,no,2 bedroom,0,90,470000
5924,132,10,B,no,3 bedroom,1,90,470000
5925,132,10,C,no,4 bedroom,0,110,420000
5926,132,11,A,no,3 bedroom,0,110,470000
5927,132,11,B,no,3 bedroom,0,90,420000
5928,132,11,C,no,3 bedroom,1,100,470000
5929,132,12,A,no,4 bedroom,0,90,470000
5930,132,12,B,no,3 bedroom,1,90,420000
5931,132,12,C,no,3 bedroom,0,110,370000
5932,132,13,A,no,4 bedroom,0,110,370000
5933,132,13,B,no,2 bedroom,0,90,370000
5934,132,13,C,no,3 bedroom,1,100,370000
5935,132,14,A,no,4 bedroom,0,90,420000
5936,132,14,B,no,4 bedroom,0,110,420000
5937,132,14,C,no,3 bedroom,1,90,370000
5938,132,15,A,no,4 bedroom,0,100,420000
5939,132,15,B,no,2 bedroom,0,90,420000
5940,132,15,C,no,3 bedroom,1,100,370000
5941,133,1,A,no,3 bedroom,1,90,470000
5942,133,1,B,no,2 bedroom,0,110,420000
5943,133,1,C,no,3 bedroom,0,100,420000
5944,133,2,A,no,4 bedroom,0,110,470000
5945,133,2,B,no,2 bedroom,0,110,370000
5946,133,2,C,no,4 bedroom,1,90,370000
5947,133,3,A,no,3 bedroom,0,90,420000
5948,133,3,B,no,3 bedroom,0,110,370000
5949,133,3,C,no,4 bedroom,1,90,420000
5950,133,4,A,no,3 bedroom,0,110,470000
5951,133,4,B,no,3 bedroom,0,90,470000
5952,133,4,C,no,3 bedroom,1,90,370000
5953,133,5,A,no,4 bedroom,0,110,470000
5954,133,5,B,no,4 bedroom,1,110,420000
5955,133,5,C,no,3 bedroom,0,100,470000
5956,133,6,A,no,2 bedroom,0,110,370000
5957,133,6,B,no,4 bedroom,0,100,420000
5958,133,6,C,no,2 bedroom,1,90,470000
5959,133,7,A,no,4 bedroom,0,100,420000
5960,133,7,B,no,2 bedroom,0,100,470000
5961,133,7,C,no,2 bedroom,1,90,420000
5962,133,8,A,no,4 bedroom,0,100,370000
5963,133,8,B,no,3 bedroom,1,100,370000
5964,133,8,C,no,3 bedroom,0,90,420000
5965,133,9,A,no,2 bedroom,0,110,470000
5966,133,9,B,no,2 bedroom,0,100,420000
5967,133,9,C,no,2 bedroom,1,100,370000
5968,133,10,A,no,3 bedroom,0,110,470000
5969,133,10,B,no,2 bedroom,1,90,370000
5970,133,10,C,no,4 bedroom,0,90,370000
5971,133,11,A,no,3 bedroom,0,100,420000
5972,133,11,B,no,3 bedroom,1,110,370000
5973,133,11,C,no,3 bedroom,0,100,470000
5974,133,12,A,no,4 bedroom,0,110,370000
5975,133,12,B,no,2 bedroom,0,90,470000
5976,133,12,C,no,4 bedroom,1,90,420000
5977,133,13,A,no,3 bedroom,1,110,420000
5978,133,13,B,no,4 bedroom,0,110,420000
5979,133,13,C,no,2 bedroom,0,110,420000
5980,133,14,A,no,4 bedroom,0,100,470000
5981,133,14,B,no,4 bedroom,1,100,370000
5982,133,14,C,no,2 bedroom,0,110,470000
5983,133,15,A,no,2 bedroom,1,90,370000
5984,133,15,B,no,4 bedroom,0,90,470000
5985,133,15,C,no,4 bedroom,0,110,370000
5986,134,1,A,no,4 bedroom,0,100,370000
5987,134,1,B,no,2 bedroom,1,90,470000
5988,134,1,C,no,3 bedroom,0,110,470000
5989,134,2,A,no,3 bedroom,0,110,470000
5990,134,2,B,no,3 bedroom,1,110,370000
5991,134,2,C,no,2 bedroom,0,110,370000
5992,134,3,A,no,2 bedroom,1,100,370000
5993,134,3,B,no,4 bedroom,0,90,470000
5994,134,3,C,no,4 bedroom,0,110,420000
5995,134,4,A,no,2 bedroom,0,90,470000
5996,134,4,B,no,2 bedroom,0,100,420000
5997,134,4,C,no,2 bedroom,1,90,370000
5998,134,5,A,no,2 bedroom,0,100,370000
5999,134,5,B,no,3 bedroom,1,90,470000
6000,134,5,C,no,4 bedroom,0,90,420000
6001,134,6,A,no,3 bedroom,0,90,420000
6002,134,6,B,no,2 bedroom,1,90,420000
6003,134,6,C,no,2 bedroom,0,90,370000
6004,134,7,A,no,2 bedroom,0,110,420000
6005,134,7,B,no,4 bedroom,0,110,370000
6006,134,7,C,no,2 bedroom,1,100,470000
6007,134,8,A,no,3 bedroom,1,100,370000
6008,134,8,B,no,4 bedroom,0,90,370000
6009,134,8,C,no,3 bedroom,0,100,420000
6010,134,9,A,no,2 bedroom,0,100,420000
6011,134,9,B,no,2 bedroom,1,110,470000
6012,134,9,C,no,4 bedroom,0,100,370000
6013,134,10,A,no,3 bedroom,0,100,470000
